Customer Review Final,Emotion Encoded
"[""kualitas"", ""barang"", ""bagus"", ""harga"", ""relatif"", ""murah"", ""kiriman"", ""super"", ""cepat"", ""response"", ""penjual"", ""recommended"", ""seller"", ""bintang"", ""terima"", ""kasih"", ""yah"", ""semoga"", ""sukses"", ""usaha"", ""nya"", ""aamiin""]",2
"[""mantab"", ""barang"", ""nya"", ""oke""]",2
"[""pengiriman"", ""cepat"", ""packing"", ""rapi"", ""kualitas"", ""mantap""]",2
"[""silent"", ""bagus"", ""pekerjaan"", ""ringan""]",2
"[""barang"", ""cepat"", ""kualitas"", ""bagus"", ""pengiriman"", ""aman"", ""pecah"", ""manstapu""]",2
"[""bagus"", ""berkualitas"", ""sesuai"", ""gbr"", ""makasih"", ""seller"", ""tokped"", ""kurir""]",2
"[""mantap"", ""kipasnya"", ""kenceng"", ""barangnya"", ""berkualitas"", ""sesuai"", ""harga""]",2
"[""mantap"", ""proses"", ""pengerjaan"", ""pengiriman"", ""barang"", ""sesuai"", ""deskripsi""]",2
"[""mantap"", ""kipasnya"", ""kenceng"", ""barangnya"", ""berkualitas"", ""sesuai"", ""harga""]",2
"[""penjualnya"", ""ramah"", ""melayani"", ""pembeli"", ""sabar"", ""saran"", ""pembeli"", ""mantap""]",2
"[""barang"", ""cepat"", ""packingnya"", ""rapi"", ""acrylic"", ""pecah"", ""berfungsi"", ""semoga"", ""awet""]",2
"[""presisi"", ""pas""]",2
"[""puas"", ""banget"", ""seller"", ""helpfull"", ""responsif"", ""cepet"", ""banget"", ""nya"", ""recomended""]",2
"[""mantappp"", ""responnya"", ""memuaskan"", ""dicoba"", ""dipasang"", ""presisi"", ""nyaman"", ""cas"", ""responsif""]",2
"[""mantap"", ""barangnya"", ""cepet"", ""enak"", ""digunainnya""]",2
"[""barang"", ""bagus"", ""oke"", ""cepat"", ""pengirimannya""]",2
"[""pengiriman"", ""cepat"", ""seller"", ""responsif""]",2
"[""barang"", ""berfungsi"", ""pemilik"", ""toko"", ""responsif"", ""membantu"", ""kendala"", ""sukses"", ""tokonya"", ""ya"", ""gan""]",2
"[""seller"", ""packing"", ""pengiriman"", ""cepat"", ""nya"", ""barang"", ""sesuai"", ""deskripsi"", ""berfungsi"", ""terima"", ""kasih""]",2
"[""kecewa"", ""scroll"", ""rusak""]",4
"[""jelek"", ""yg"", ""ori"", ""mousepad"", ""jd"", ""ga"", ""bs"", ""dipakai"", ""kl"", ""charger"", ""jd"", ""getar"", ""parah"", ""barang"", ""ga"", ""sesui"", ""foto"", ""kayak"", ""barang"", ""lapak"", ""sebelah"", ""yg"", ""harga"", ""rban"", ""beli"", ""bagus"", ""persis"", ""spt"", ""foto"", ""yg"", ""indikator"", ""ujung"", ""charger"", ""order"", ""lg"", ""mahal"", ""barangnya"", ""tdk"", ""dgn"", ""order""]",4
"[""gak"", ""pakai""]",4
"[""kecewa"", ""parah"", ""nggk"", ""berkah"", ""jualan"", ""gitu""]",4
"[""kecewa"", ""penjual"", ""ga"", ""tanggung"", ""komplen"", ""berhari"", ""gada"", ""solusi""]",4
"[""pas"", ""beli"", ""nanya"", ""tipe"", ""macbook"", ""pro"", ""inch"", ""m"", ""variasi"", ""nya"", ""penjualnya"", ""new"", ""pro"", ""pas"", ""dateng"", ""casing"", ""kekecilan"", ""salah"", ""tipe"", ""penjual"", ""pake"", ""alesan"", ""gamau"", ""tanggung"", ""salah"", ""ya"", ""yg"", ""ngejual"", ""kecewa"", ""gamau"", ""beli"", ""ga"", ""tanggung""]",4
"[""barang"", ""kota"", ""casing"", ""mudah"", ""lepas"", ""jujur"", ""mengecewakan""]",4
"[""kecewa"", ""belanja"", ""pesan"", ""dikirim""]",4
"[""tissue"", ""pembersih"", ""alat"", ""bantuan"", ""memasang"", ""kecewa""]",4
"[""salah"", ""beli"", ""barang"", ""tp"", ""toko"", ""kompromi"", ""barang"", ""disegel"", ""kecewa"", ""dehhh""]",4
"[""data"", ""error"", ""hilang""]",4
"[""kecewa"", ""toko"", ""official"", ""ga"", ""tau"", ""pesenan"", ""ga"", ""dikonfirmasi"", ""sampe"", ""batalin"", ""sistem"", ""ga"", ""direspon"", ""pesanan"", ""disuruh"", ""pesan"", ""tokonya"", ""dikonfirmasi"", ""doang"", ""ga"", ""dikirim"", ""sampe"", ""udah"", ""tinggal"", ""menit"", ""dibatalin"", ""sistem"", ""untungnya"", ""gara"", ""chat"", ""cs"", ""tokopedia"", ""barang"", ""dikirim"", ""didetik"", ""ga"", ""sampe"", ""situ"", ""aja"", ""payahnya"", ""barang"", ""diambil"", ""kurir"", ""tanggal"", ""pickup"", ""barang"", ""kurir"", ""proses"", ""kirim"", ""lemot"", ""muter"", ""udah"", ""rumah"", ""tanggal"", ""jam"", ""malem"", ""paketnya"", ""sampe""]",4
"[""packing"", ""seadanya"", ""bubble"", ""selapis"", ""ditambah"", ""lapisan"", ""plastik"", ""hasilnya"", ""barang"", ""diterima"", ""patah""]",4
"[""mic"", ""ga"", ""nyala""]",4
"[""kartu"", ""sd"", ""nya"", ""gb"", ""official"", ""mksofficial"", ""kecewa"", ""original""]",4
"[""kecepatan"", ""tdk"", ""sesuai"", ""dgn"", ""deskripsi""]",4
"[""berfugsi""]",4
"[""mouse"", ""bagus"", ""pointer"", ""nya"", ""gerak"", ""gerak""]",4
"[""infra"", ""red"", ""nya"", ""jelek"", ""suka"", ""mental""]",4
"[""batre"", ""sesuai"", ""ukuran"", ""nano"", ""receiver""]",4
"[""boros"", ""batre""]",4
"[""barang"", ""error""]",4
"[""jaringanya"", ""ngelek"", ""banget"", ""lelet"", ""mending"", ""pake"", ""indihome"", ""de"", ""nyesel"", ""beli"", ""orbit"", ""jaringan"", ""ya"", ""parah""]",4
"[""tdk"", ""sesuai"", ""ekspektasi""]",4
"[""lambat""]",4
"[""paket"", ""gb"", ""regiatrasi"", ""cm"", ""mb""]",4
"[""register"", ""call"", ""center"", ""team"", ""orbin"", ""helpful"", ""sekedar"", ""info"", ""gerai"", ""orbin"", ""buka"", ""no"", ""telp"", ""suruh"", ""cari"", ""google"", ""cari"", ""nomor"", ""telp"", ""hubungin"", ""salahnya"", ""info"", ""valid"", ""menyesal"", ""beli"", ""orbit"", ""call"", ""center"", ""team"", ""orbin"", ""helpful"", ""sekedar"", ""info"", ""gerai"", ""orbin"", ""buka"", ""no"", ""telp"", ""suruh"", ""cari"", ""google"", ""cari"", ""nomor"", ""telp"", ""hubungin"", ""salahnya"", ""info"", ""valid"", ""menyesal"", ""beli"", ""orbit""]",4
"[""sesuai""]",4
"[""janji"", ""kirim"", ""instant"", ""pakai"", ""tutup"", ""toko"", ""kirim"", ""paket"", ""malam"", ""pas"", ""besoknya"", ""coba"", ""ssd"", ""nya"", ""terbaca"", ""bilangnya"", ""kirim"", ""toko"", ""agarnbisa"", ""kirim"", ""tangerang"", ""ongkos"", ""gojek"", ""instant"", ""rb"", ""kirim"", ""sampaiiii"", ""minggu"", ""kirim"", ""sengaja"", ""in"", ""professional"", ""berjualan"", ""online"", ""jual"", ""barang"", ""rusak"", ""etikat"", ""ucapan"", ""maaf"", ""penutup"", ""anggap"", ""licik"", ""pelit"", ""ongkir"", ""nya"", ""suruh"", ""tanggung"", ""pas"", ""barang"", ""lihat"", ""mah"", ""lupakan"", ""garansi"", ""produk"", ""yg"", ""ganti"", ""rusak""]",4
"[""beli"", ""ssd"", ""diterima"", ""kondisi"", ""rusak""]",4
"[""berfungsi"", ""yaa"", ""ditambah"", ""daya"", ""pakai"", ""mikro"", ""usb"", ""cas"", ""hp""]",4
"[""bagus"", ""colok"", ""hardisk"", ""external"", ""tdk"", ""terdeteksi""]",4
"[""berfungsi"", ""yaa"", ""ditambah"", ""daya"", ""pakai"", ""mikro"", ""usb"", ""cas"", ""hp""]",4
"[""produk"", ""rusak""]",4
"[""kualitas"", ""merk"", ""china"", ""p"", ""harga"", ""nya"", ""rb"", ""an"", ""bagus"", ""merk"", ""rb"", ""an"", ""pengiriman"", ""lambat"", ""official"", ""store"", ""pesan"", ""tgl"", ""tgl"", ""tdk"", ""zoom"", ""meeting"", ""memakai"", ""hp"", ""kecewa"", ""produk"", ""pelayanan"", ""logitech"", ""utk"", ""keyboard"", ""nya"", ""mouse"", ""nya"", ""emang"", ""bagus"", ""bbrp"", ""model"", ""nya"", ""sy"", ""kapok"", ""beli"", ""barang"", ""proses"", ""bbrp"", ""jam"", ""sblm"", ""pembatalan"", ""pesan"", ""nya""]",4
"[""pengiriman"", ""terlambat"", ""bilang"", ""lgsg"", ""dikirim"", ""habis"", ""order"", ""chat"", ""lgsg"", ""ga"", ""respon"", ""utk"", ""official"", ""store"", ""brand"", ""segede"", ""logitech"", ""sungguh"", ""mengecewakan""]",4
"[""mousenya"", ""responsif"", ""jd"", ""teken"", ""kuat""]",4
"[""pake"", ""sensornya"", ""udah"", ""jelek"", ""suka"", ""kemana""]",4
"[""kecewa"", ""scroll"", ""rusak""]",4
"[""belom"", ""udah"", ""gak"", ""nyala"", ""baterai"", ""udah"", ""diganti"", ""gak"", ""nyala"", ""kecewa"", ""udah"", ""x"", ""kerjain"", ""logitech""]",4
"[""mengecewakan"", ""barang"", ""yg"", ""dikirim"", ""sesuai"", ""konfirmasi"", ""bolak"", ""kali"", ""nanggung"", ""x"", ""ongkos"", ""kirim"", ""mengecewakan""]",0
"[""kualitas"", ""chargeran"", ""jelek"", ""bangettt"", ""pakai"", ""rusakk""]",0
"[""pelayanan"", ""toko"", ""jelek"", ""proses"", ""barang"", ""lambat"", ""chat"", ""barang""]",0
"[""barang"", ""rusak"", ""ga"", ""parah""]",0
"[""cepet"", ""rusak"", ""kadang"", ""konek"", ""kadang"", ""engga""]",0
"[""barang"", ""gajelas"", ""kotak"", ""penyok""]",0
"[""dicek"", ""utuh"", ""gb"", ""ya"", ""kemana"", ""sisa"", ""gb"", ""nya"", ""mas"", ""mba"", ""krn"", ""butuh"", ""yaudahlah"", ""tau"", ""beli"", ""beli""]",0
"[""pesanan"", ""alamat"", ""uang"", ""menerima"", ""pesanan""]",0
"[""beli"", ""kemasan"", ""kirim"", ""kemasan"", ""bintang"", ""kon"", ""tl""]",0
"[""anjing"", ""palsu"", ""barang"", ""bangsat"", ""awas"", ""ketipu"", ""oi"", ""asli"", ""segel"", ""distributor"", ""nya""]",0
"[""barang"", ""kw"", ""beli""]",0
"[""buruk""]",0
"[""barang"", ""bosok"", ""pake"", ""rusak"", ""claim"", ""berbelit"", ""ama"", ""adminnya""]",0
"[""chat"", ""balas"", ""kuota"", ""janjikan"", ""gb"", ""nya"", ""masuk"", ""hancur"", ""la"", ""parah"", ""parah""]",0
"[""ga"", ""dikasih"", ""adaptor"", ""gepeng"", ""nya"", ""ketipu""]",0
"[""jir"", ""sehari"", ""pake"", ""udah"", ""rusak"", ""quality"", ""control"", ""yg"", ""bener"", ""ahelah""]",0
"[""gmn"", ""ssd"", ""nya"", ""gak"", ""pake"", ""sy"", ""ganti""]",0
"[""beli"", ""mahal"", ""ngeblur"", ""dipakai"", ""zoom"", ""menghubungi"", ""cs"", ""nya"", ""suruh"", ""klaim"", ""garansi"", ""aja"", ""alamat"", ""ga"", ""dikasih"", ""hadeuhh"", ""webcam"", ""jutaan"", ""kualitas"", ""sampah""]",0
"[""sesuai"", ""gambar"", ""janggan"", ""percaya"", ""ama"", ""seller"", ""penipu"", ""kualitas"", ""jelek""]",0
"[""tolong"", ""pengiriman"", ""tanggung"", ""paket"", ""habis"", ""berenang"", ""comberan"", ""gak"", ""isinya"", ""pakai"", ""masuk"", ""bak"", ""sampah""]",0
"[""l"", ""r"", ""trigger"", ""nya"", ""ampas""]",0
"[""jelek""]",0
"[""barang"", ""sampah"", ""dikirimkan"", ""alamat"", ""tong"", ""sampah"", ""mengecewakan"", ""admin"", ""merespon"", ""chat"", ""lihat"", ""barang"", ""yg"", ""dikirimkan"", ""dead"", ""pixel"", ""layar"", ""monitornya"", ""kebalik"", ""mengecewakan"", ""catatan"", ""teman"", ""teman"", ""yg"", ""beli"", ""monitor"", ""audio"", ""speakernya"", ""kualitas"", ""layar"", ""rejeki"", ""belilah"", ""merek"", ""yg"", ""bagus"", ""menyesal"", ""belanja"", ""merekomendasikan"", ""belanja""]",0
"[""jujur"", ""memaksakan"", ""barang"", ""terjual"", ""barang"", ""dikirim"", ""sesuai"", ""pesanan"", ""pembeli"", ""disuruh"", ""mengirim"", ""barang"", ""yg"", ""solusi"", ""barang"", ""resiko"", ""barang"", ""yg"", ""foto"", ""ditawarkan""]",0
"[""beli"", ""tgl"", ""pesanan"", ""selesai"", ""tgl"", ""mouse"", ""rusak"", ""tgl"", ""gak"", ""komplain"", ""toped"", ""admin"", ""ditanyain"", ""gmna"", ""klaim"", ""garansi"", ""membantu"", ""chat"", ""bales"", ""besok"", ""da"", ""dibales"", ""gk""]",0
"[""gua"", ""beli"", ""dapetnya"", ""v"", ""desc"", ""gada"", ""penjelasan"", ""versi"", ""bagusan"", ""v"", ""rgbnya"", ""rgb"", ""v"", ""bener"", ""bener"", ""red"", ""green"", ""blue"", ""sisa"", ""warnanya"", ""gaguna"", ""switch"", ""puller"", ""gadapet"", ""rgb"", ""redup"", ""ngga"", ""pemberitahuan"", ""versi"", ""keyboardnya"", ""bener"", ""kecewa"", ""kapok"", ""beli"", ""da"", ""ambil"", ""ae"", ""v"", ""rt"", ""x"", ""v"", ""tuh"", ""bagus"", ""drpd"", ""kecewa"", ""gua"", ""jual"", ""pokoknya""]",0
"[""belanja"", ""official"", ""store"", ""kondisi"", ""barang"", ""diterima"", ""sampah"", ""barang"", ""rongsokan"", ""terima"", ""kasih""]",0
"[""ngaco"", ""banget"", ""pesen"", ""mouse"", ""gak"", ""lengkap"", ""gak"", ""penutup"", ""batre"", ""bluetoothnya""]",0
"[""barang"", ""emang"", ""harga"", ""aslinya"", ""an"", ""seller"", ""sok"", ""sok"", ""an"", ""bikin"", ""diskon"", ""yg"", ""rb"", ""diskon"", ""rb"", ""olshop"", ""emang"", ""keras""]",0
"[""salah"", ""beli"", ""gabisa"", ""dituker"", ""pas"", ""coba"", ""gabisa"", ""pas"", ""klaim"", ""garansi"", ""gimana"", ""bales"", ""bot"", ""tai""]",0
"[""puas"", ""produknya"", ""pelayanannya"", ""barang"", ""cacat"", ""kondisi"", ""tertutup"", ""mejanya"", ""menutup"", ""rapat"", ""pemasangan"", ""engselnya"", ""sejajar"", ""pendek"", ""yg"", ""menyebabkan"", ""listnya"", ""sobek"", ""krn"", ""dipaksa"", ""menutup"", ""daun"", ""mejanya"", ""fix"", ""nya"", ""cacat"", ""pabrik"", ""pengiriman"", ""komplain"", ""ga"", ""diterima"", ""toko"", ""penjual"", ""suruh"", ""hubungi"", ""kurirnya""]",0
"[""quality"", ""barang"", ""jelek"", ""baut"", ""lepas""]",0
"[""banyakk"", ""rusakk"", ""lecet"", ""nyaaaa""]",0
"[""barang"", ""pesan"", ""dateng"", ""bayar"", ""harga"", ""yg"", ""dateng"", ""makasih"", ""ga"", ""ush"", ""dibuktikan"", ""cek"", ""aja"", ""pengeluaran"", ""barang"", ""nya"", ""cek"", ""pembeli"", ""jgn"", ""pembeli"", ""unboxing"", ""ga"", ""abis"", ""in"", ""quota""]",0
"[""keyboard"", ""tdk"", ""nyala"", ""baterai"", ""dicoba"", ""kali"", ""tdk"", ""murah"", ""toko"", ""barang"", ""tdk"", ""bohong""]",0
"[""barang"", ""rusak"", ""kirim""]",0
"[""gak"", ""bener"", ""nih"", ""dateng"", ""tuh"", ""meja"", ""utuh"", ""baut"", ""gak"", ""terpasang"", ""baut"", ""nya"", ""banget"", ""dilem"", ""ngaco"", ""nih""]",0
"[""driver"", ""ngaco"", ""tokonya"", ""barang"", ""ok"", ""smart"", ""namanya"", ""bengak"", ""gua"", ""kasih"", ""puas"", ""komen"", ""jg"", ""lu"", ""bintang"", ""satunya"", ""driver""]",0
"[""kecewa"", ""gk"", ""penyelesaian"", ""chat"", ""kg"", ""bls"", ""wa"", ""kg"", ""bls"", ""lari"", ""gitu"", ""aj"", ""sampah""]",0
"[""barang"", ""dikirim"", ""salah"", ""pesan"", ""webcam"", ""logitech"", ""logitech"", ""official"", ""bs"", ""dikirimmya"", ""headphone"", ""jbl"", ""penukaran"", ""barang"", ""butuh"", ""kerja"", ""sungguh""]",0
"[""bagus"", ""banget"", ""keyboardnya"", ""packing"", ""aman"", ""double"", ""kardus"", ""warna"", ""keren""]",3
"[""aaaa"", ""bagus"", ""banget"", ""pengirimannya"", ""cepatt"", ""aman"", ""packaging"", ""nya"", ""nyala"", ""tdi"", ""udh"", ""dicoba"", ""beli"", ""dgn"", ""harga"", ""rp"", ""senengggbangett""]",3
"[""terima"", ""kasihh"", ""boss"", ""mantappss"", ""smoga"", ""lancarr"", ""n"", ""berkah"", ""rezekinya"", ""smngttt"", ""boss""]",3
"[""barangnya"", ""buwaguusss"", ""sesuai"", ""pesanan"", ""angin"", ""nya"", ""kencang"", ""angin"", ""puting"", ""beliung"", ""laptop"", ""ademmmm"", ""benerrr""]",3
"[""mantap"", ""bgt"", ""kualitas"", ""beneran"", ""kaya"", ""webcam"", ""sejutaan""]",3
"[""selamat"", ""mulus"", ""berfungsi"", ""sempurna"", ""seller"", ""sabar"", ""dikonsultasikan"", ""mengemas"", ""aman"", ""recommended""]",3
"[""proses"", ""pesanan"", ""pengiriman"", ""barang"", ""cepat"", ""produk"", ""sesuai"", ""deskripsi"", ""seller"", ""responsif"", ""sukses"", ""jaga"", ""protokol"", ""kesehatan"", ""ya"", ""seller"", ""terima"", ""kasih""]",3
"[""penjual"", ""ramah"", ""barangnya"", ""bagus"", ""sesuai"", ""dgn"", ""pesanan"", ""packing"", ""rapi"", ""cmn"", ""pesan""]",3
"[""selamat"", ""siang"", ""bos"", ""pesanan"", ""terima"", ""pasang"", ""coba"", ""packing"", ""rapi"", ""aman"", ""product"", ""mantap"", ""pokoknya"", ""top"", ""markotop"", ""pelayanan"", ""oke"", ""toko"", ""recomended"", ""makasih"", ""salam"", ""sukses"", ""sehat"", ""sejahtera"", ""aamiin""]",3
"[""recommended"", ""seller""]",3
"[""top"", ""bgt""]",3
"[""asli"", ""samsung"", ""pelayanan""]",3
"[""mantap"", ""laptop"", ""jd"", ""adem"", ""ga"", ""cpt"", ""panas""]",3
"[""memory"", ""sdh"", ""sy"", ""pasang"", ""keping"", ""gb"", ""ddr"", ""berfungsi"", ""dg"", ""pengiriman"", ""lumayan"", ""cepat"", ""recommended"", ""seller""]",3
"[""waw"", ""murah"", ""bangetttt"", ""packingnya"", ""rapih"", ""produknya"", ""bagus"", ""keren"", ""mantap"", ""uhuuy"", ""pisan"", ""deh"", ""pokoknya"", ""hehehehehe""]",3
"[""mantab"", ""respon"", ""cepat"", ""pesanan"", ""mengecewakan"", ""rekomended"", ""belanja"", ""spare"", ""part"", ""terima"", ""kasih"", ""kerja"", ""samanya""]",3
"[""recommended"", ""fast"", ""print"", ""fast"", ""response""]",3
"[""gila"", ""pengiriman"", ""cepet"", ""banget"", ""dr"", ""surabaya"", ""bogor"", ""fast"", ""respont"", ""barang"", ""ok"", ""sesuai"", ""banget"", ""packing"", ""rapi"", ""recomended"", ""seller"", ""euy"", ""ma"", ""kasih"", ""gan"", ""thanks"", ""toped""]",3
"[""barangnya"", ""cepet"", ""banget"", ""recommended"", ""tengkyuuu""]",3
"[""recommended"", ""seller"", ""respon"", ""cepat"", ""pengiriman"", ""cepat""]",3
"[""earcupnya"", ""lembut"", ""best"", ""value"", ""headset"", ""sound"", ""mantap"", ""nyaman"", ""praktis"", ""tinggal"", ""plug"", ""and"", ""play"", ""mantaaaap"", ""laaah"", ""gamer""]",3
"[""respon"", ""cepat"", ""barang"", ""original"", ""terbaik"", ""recomended"", ""packing"", ""sukses"", ""ya""]",3
"[""kualitas"", ""suara"", ""ok"", ""banget"", ""harga"", ""terjangkau"", ""barang"", ""dijamin"", ""ori"", ""terdaftar"", ""website"", ""razer"", ""langsung"", ""pokoknya"", ""bagus"", ""bassnya"", ""kerasa""]",3
"[""kualitas"", ""produk"", ""harga"", ""tertera"", ""nyaman"", ""dipakai"", ""suara"", ""keras"", ""berfungsi"", ""definitely"", ""would"", ""recommend"", ""this""]",3
"[""mantaaap"", ""tanggap"", ""banget"", ""fast"", ""respon"", ""juossssssss""]",3
"[""barangnya"", ""bagus"", ""bangett"", ""harga"", ""affordable"", ""kualitas"", ""lumayan"", ""gokil"", ""sihh""]",3
"[""mantappppp"", ""recommended"", ""keyboard"", ""ma"", ""mousenya""]",3
"[""mantab"", ""minnn"", ""pengiriman"", ""jam"", ""sore"", ""gasss""]",3
"[""mantap"", ""banget"", ""kualitasnya"", ""gak"", ""diragukan""]",3
"[""cakep"", ""produk"", ""nya"", ""rekomen"", ""banget"", ""nih"", ""sesuai"", ""deskripsi""]",3
"[""packing"", ""rapih"", ""fast"", ""response"", ""rgbnya"", ""bagus"", ""rekomendasikan""]",3
"[""as"", ""always"", ""gapernah"", ""gagal"", ""belanja"", ""thanks"", ""ggs""]",3
"[""cakep"", ""bet"", ""dah"", ""duduk"", ""aja"", ""kursi"", ""sampe"", ""ga"", ""berdiri""]",3
"[""overall"", ""memuaskan"", ""layar"", ""bagus"", ""ipsnya"", ""ga"", ""sebagus"", ""ips"", ""tv"", ""warna"", ""bagus"", ""ga"", ""oversaturated"", ""brightness"", ""terang"", ""pakai"", ""gelap"", ""silau"", ""biar"", ""brightness"", ""udah"", ""layar"", ""putar"", ""cm"", ""kaki"", ""gampang"", ""kedorong"", ""refresh"", ""rate"", ""terbukti"", ""cepat"", ""fps"", ""mantab"", ""asa"", ""softwarenya"", ""bagus"", ""jd"", ""setting"", ""ga"", ""tombol"", ""dpt"", ""kabel"", ""display"", ""port"", ""desain"", ""keren"", ""bezelless"", ""nice""]",3
"[""love"", ""it"", ""product"", ""bagus"", ""worth"", ""it"", ""thank"", ""you""]",3
"[""airo"", ""customer"", ""service"", ""super"", ""duper"", ""bagus"", ""okey"", ""produknya"", ""bagus"", ""puas"", ""banget"", ""love"", ""airo""]",3
"[""barangnya"", ""mantap"", ""berkualitas"", ""kokoh"", ""bergaransi"", ""seller"", ""ramah"", ""pokoknya"", ""mantap"", ""banget""]",3
"[""layanan"", ""memuaskan"", ""seller"", ""rekomended""]",3
"[""packing"", ""jamin"", ""aman"", ""pakai"", ""bubblewrap"", ""cepet"", ""banget"", ""prosesnya"", ""senin"", ""malam"", ""cekout"", ""paginya"", ""kirim"", ""rabu"", ""sore"", ""cepat"", ""puas"", ""terimakasih"", ""sukses"", ""yah"", ""tech"", ""cube""]",3
"[""mantap"", ""recommended"", ""respon"", ""seller"", ""bintang"", ""pesan"", ""malam"", ""langsung""]",3
"[""bahan"", ""plastik"", ""kuat"", ""menopang"", ""laptop"", ""sih"", ""kuatnya"", ""tablet"", ""gaisss"", ""beli""]",1
"[""barang"", ""ga"", ""sampe"", ""dikirim"", ""nyusul"", ""no"", ""resi"", ""ga"", ""dikasih""]",1
"[""gak"", ""gimana""]",1
"[""saran"", ""aja"", ""temen"", ""temen"", ""beli"", ""buang"", ""box"", ""nya"", ""simpan"", ""biar"", ""kalo"", ""beli"", ""rusak"", ""claim"", ""garansinya""]",1
"[""packaging"", ""gk"", ""aman"", ""bgt"", ""bubble"", ""wrap"", ""tipis"", ""alhasil"", ""kemasan"", ""barang"", ""penyok"", ""pas"", ""dateng"", ""thank"", ""god"", ""barangnya"", ""aman"", ""official"", ""store"", ""fix"", ""min"", ""next"", ""duh""]",1
"[""biarkan"", ""gambar"", ""bercerita"", ""pesan"", ""bh"", ""yg"", ""rusak"", ""bh"", ""jgn"", ""percaya"", ""balasan"", ""pembelaan"", ""apapun"", ""seller"", ""amanah"", ""alasan"", ""rusak"", ""expedisi"", ""letak"", ""cacat"", ""expedisi"", ""yg"", ""expedisi"", ""ceroboh"", ""packingan"", ""kardus"", ""satuannya"", ""bubble"", ""tipis"", ""seadanya"", ""tempelan"", ""fragile"", ""pesan"", ""bubble"", ""kardus"", ""tambahan"", ""seller"", ""berusaha"", ""dilimpahkan"", ""biar"", ""diganti"", ""asuransi"", ""untung"", ""diviseo"", ""unboxing"", ""ditolak"", ""jg"", ""dr"", ""expedisi"", ""cerita"", ""lebar"", ""ulasan"", ""berhubung"", ""kenyamanan"", ""buyer"", ""utk"", ""pertimbangan"", ""bacalah"", ""waspadalah"", ""waspadalah"", ""itikad"", ""berusaha"", ""lepas"", ""tangan"", ""bahaya"", ""rusak"", ""tokopedia"", ""seller"", ""dikasih"", ""note"", ""proses"", ""dichat"", ""kirim"", ""utk"", ""hati"", ""hati"", ""utk"", ""dijual"", ""ajukan"", ""resolusi"", ""pengambalian"", ""dana"", ""tokopedia"", ""tp"", ""dialihkan"", ""asuransi"", ""utk"", ""tokopeda"", ""refund"", ""dana"", ""trims"", ""admin""]",1
"[""chat"", ""dijadikan"", ""makesure"", ""barang"", ""warna"", ""dll"", ""jgn"", ""kaku"", ""kaku"", ""bgt"", ""roko""]",1
