Customer Review Final,Emotion Encoded
"[""barang"", ""cepat"", ""kualitas"", ""bagus"", ""kirim"", ""aman"", ""pecah"", ""manstapu""]",2
"[""bagus"", ""kualitas"", ""sesuai"", ""gambar"", ""terima"", ""kasih"", ""seller"", ""tokped"", ""kurir""]",2
"[""mantap"", ""kipas"", ""kencang"", ""barang"", ""kualitas"", ""sesuai"", ""harga""]",2
"[""mantap"", ""proses"", ""kerja"", ""kirim"", ""barang"", ""sesuai"", ""deskripsi""]",2
"[""mantap"", ""kipas"", ""kencang"", ""barang"", ""kualitas"", ""sesuai"", ""harga""]",2
"[""jual"", ""ramah"", ""layan"", ""beli"", ""sabar"", ""saran"", ""beli"", ""mantap""]",2
"[""barang"", ""cepat"", ""packingnya"", ""rapi"", ""acrylic"", ""pecah"", ""fungsi"", ""moga"", ""awet""]",2
"[""presisi"", ""pas""]",2
"[""puas"", ""seller"", ""helpfull"", ""responsif"", ""cepat"", ""nya"", ""recomended""]",2
"[""mantappp"", ""responnya"", ""muas"", ""coba"", ""pasang"", ""presisi"", ""nyaman"", ""cas"", ""responsif""]",2
"[""mantap"", ""barang"", ""cepat"", ""enak"", ""digunainnya""]",2
"[""barang"", ""bagus"", ""oke"", ""cepat"", ""kirim""]",2
"[""kirim"", ""cepat"", ""seller"", ""responsif""]",2
"[""barang"", ""fungsi"", ""milik"", ""toko"", ""responsif"", ""bantu"", ""kendala"", ""sukses"", ""toko"", ""ya"", ""juragan""]",2
"[""seller"", ""packing"", ""kirim"", ""cepat"", ""nya"", ""barang"", ""sesuai"", ""deskripsi"", ""fungsi"", ""terima"", ""kasih""]",2
"[""kecewa"", ""scroll"", ""rusak""]",4
"[""jelek"", ""orisinal"", ""mousepad"", ""pakai"", ""charger"", ""getar"", ""parah"", ""barang"", ""sesui"", ""foto"", ""barang"", ""lapak"", ""belah"", ""harga"", ""rban"", ""beli"", ""bagus"", ""persis"", ""surat"", ""pemberitahuan"", ""tahun"", ""foto"", ""indikator"", ""ujung"", ""charger"", ""order"", ""mahal"", ""barang"", ""order""]",4
"[""pakai""]",4
"[""kecewa"", ""parah"", ""berkah"", ""jual""]",4
"[""kecewa"", ""jual"", ""tanggung"", ""komplain"", ""hari"", ""solusi""]",4
"[""pas"", ""beli"", ""tipe"", ""macbook"", ""pro"", ""inch"", ""variasi"", ""nya"", ""jual"", ""new"", ""pro"", ""pas"", ""casing"", ""kecil"", ""salah"", ""tipe"", ""jual"", ""pakai"", ""alas"", ""tanggung"", ""salah"", ""ya"", ""ngejual"", ""kecewa"", ""beli"", ""tanggung""]",4
"[""barang"", ""kota"", ""casing"", ""mudah"", ""lepas"", ""jujur"", ""kecewa""]",4
"[""kecewa"", ""belanja"", ""pesan"", ""kirim""]",4
"[""tissue"", ""bersih"", ""alat"", ""bantu"", ""pasang"", ""kecewa""]",4
"[""salah"", ""beli"", ""barang"", ""toko"", ""kompromi"", ""barang"", ""segel"", ""kecewa"", ""deh""]",4
"[""data"", ""error"", ""hilang""]",4
"[""kecewa"", ""toko"", ""official"", ""sen"", ""konfirmasi"", ""batalin"", ""sistem"", ""direspon"", ""pesan"", ""suruh"", ""pesan"", ""toko"", ""konfirmasi"", ""kirim"", ""tinggal"", ""menit"", ""batal"", ""sistem"", ""untung"", ""gara"", ""chat"", ""rekan"", ""tokopedia"", ""barang"", ""kirim"", ""detik"", ""situ"", ""payah"", ""barang"", ""ambil"", ""kurir"", ""tanggal"", ""pickup"", ""barang"", ""kurir"", ""proses"", ""kirim"", ""lot"", ""puter"", ""rumah"", ""tanggal"", ""jam"", ""malam"", ""paket""]",4
"[""packing"", ""ada"", ""bubble"", ""selap"", ""tambah"", ""lapis"", ""plastik"", ""hasil"", ""barang"", ""terima"", ""patah""]",4
"[""mic"", ""nyala""]",4
"[""kartu"", ""sekolah"", ""dasar"", ""nya"", ""gb"", ""official"", ""mksofficial"", ""kecewa"", ""original""]",4
"[""cepat"", ""sesuai"", ""deskripsi""]",4
"[""berfugsi""]",4
"[""tikus"", ""bagus"", ""pointer"", ""nya"", ""gerak"", ""gerak""]",4
"[""infra"", ""red"", ""nya"", ""jelek"", ""suka"", ""mental""]",4
"[""baterai"", ""sesuai"", ""ukur"", ""nano"", ""receiver""]",4
"[""boros"", ""baterai""]",4
"[""barang"", ""error""]",4
"[""jaringanya"", ""ngelek"", ""lelet"", ""mending"", ""pakai"", ""indihome"", ""deh"", ""sesal"", ""beli"", ""orbit"", ""jaring"", ""ya"", ""parah""]",4
"[""sesuai"", ""ekspektasi""]",4
"[""lambat""]",4
"[""paket"", ""gb"", ""regiatrasi"", ""mb""]",4
"[""register"", ""call"", ""center"", ""tim"", ""orbin"", ""helpful"", ""info"", ""gerai"", ""orbin"", ""buka"", ""no"", ""telepon"", ""suruh"", ""cari"", ""google"", ""cari"", ""nomor"", ""telepon"", ""hubungin"", ""salah"", ""info"", ""valid"", ""sesal"", ""beli"", ""orbit"", ""call"", ""center"", ""tim"", ""orbin"", ""helpful"", ""info"", ""gerai"", ""orbin"", ""buka"", ""no"", ""telepon"", ""suruh"", ""cari"", ""google"", ""cari"", ""nomor"", ""telepon"", ""hubungin"", ""salah"", ""info"", ""valid"", ""sesal"", ""beli"", ""orbit""]",4
"[""sesuai""]",4
"[""janji"", ""kirim"", ""instan"", ""pakai"", ""tutup"", ""toko"", ""kirim"", ""paket"", ""malam"", ""pas"", ""besok"", ""coba"", ""solid"", ""state"", ""drive"", ""nya"", ""baca"", ""bilang"", ""kirim"", ""toko"", ""agarnbisa"", ""kirim"", ""tangerang"", ""ongkos"", ""gojek"", ""instan"", ""ribu"", ""kirim"", ""sampaiiii"", ""minggu"", ""kirim"", ""sengaja"", ""in"", ""profesional"", ""jual"", ""online"", ""jual"", ""barang"", ""rusak"", ""etikat"", ""ucap"", ""maaf"", ""tutup"", ""anggap"", ""licik"", ""pelit"", ""ongkos"", ""kirim"", ""nya"", ""suruh"", ""tanggung"", ""pas"", ""barang"", ""lihat"", ""lupa"", ""garansi"", ""produk"", ""ganti"", ""rusak""]",4
"[""beli"", ""solid"", ""state"", ""drive"", ""terima"", ""kondisi"", ""rusak""]",4
"[""fungsi"", ""ya"", ""tambah"", ""daya"", ""pakai"", ""mikro"", ""usb"", ""cas"", ""handphone""]",4
"[""bagus"", ""colok"", ""hardisk"", ""external"", ""deteksi""]",4
"[""fungsi"", ""ya"", ""tambah"", ""daya"", ""pakai"", ""mikro"", ""usb"", ""cas"", ""handphone""]",4
"[""produk"", ""rusak""]",4
"[""kualitas"", ""merek"", ""cina"", ""p"", ""harga"", ""nya"", ""ribu"", ""an"", ""bagus"", ""merek"", ""ribu"", ""an"", ""kirim"", ""lambat"", ""official"", ""store"", ""pesan"", ""tanggal"", ""tanggal"", ""zoom"", ""meeting"", ""pakai"", ""handphone"", ""kecewa"", ""produk"", ""layan"", ""logitech"", ""keyboard"", ""nya"", ""tikus"", ""nya"", ""bagus"", ""model"", ""nya"", ""kapok"", ""beli"", ""barang"", ""proses"", ""jam"", ""batal"", ""pesan"", ""nya""]",4
"[""kirim"", ""lambat"", ""bilang"", ""langsung"", ""kirim"", ""habis"", ""order"", ""chat"", ""langsung"", ""respon"", ""official"", ""store"", ""merek"", ""logitech"", ""sungguh"", ""kecewa""]",4
"[""mousenya"", ""responsif"", ""teken"", ""kuat""]",4
"[""pakai"", ""sensor"", ""jelek"", ""suka"", ""mana""]",4
"[""kecewa"", ""scroll"", ""rusak""]",4
"[""nyala"", ""baterai"", ""ganti"", ""nyala"", ""kecewa"", ""x"", ""kerjain"", ""logitech""]",4
"[""kecewa"", ""barang"", ""kirim"", ""sesuai"", ""konfirmasi"", ""bolak"", ""kali"", ""tanggung"", ""x"", ""ongkos"", ""kirim"", ""kecewa""]",0
"[""kualitas"", ""chargeran"", ""jelek"", ""banget"", ""pakai"", ""rusakk""]",0
"[""layan"", ""toko"", ""jelek"", ""proses"", ""barang"", ""lambat"", ""chat"", ""barang""]",0
"[""barang"", ""rusak"", ""parah""]",0
"[""cepat"", ""rusak"", ""kadang"", ""konek"", ""kadang""]",0
"[""barang"", ""kotak"", ""penyok""]",0
"[""cek"", ""utuh"", ""gb"", ""ya"", ""mana"", ""sisa"", ""gb"", ""nya"", ""mas"", ""mbak"", ""butuh"", ""ya"", ""beli"", ""beli""]",0
"[""pesan"", ""alamat"", ""uang"", ""terima"", ""pesan""]",0
"[""beli"", ""kemas"", ""kirim"", ""kemas"", ""bintang"", ""kon"", ""lini""]",0
"[""anjing"", ""palsu"", ""barang"", ""bangsat"", ""awas"", ""tipu"", ""oi"", ""asli"", ""segel"", ""distributor"", ""nya""]",0
"[""barang"", ""beli""]",0
"[""buruk""]",0
"[""barang"", ""busuk"", ""pakai"", ""rusak"", ""klaim"", ""belit"", ""adminnya""]",0
"[""chat"", ""balas"", ""kuota"", ""janji"", ""gb"", ""nya"", ""masuk"", ""hancur"", ""parah"", ""parah""]",0
"[""kasih"", ""adaptor"", ""gepeng"", ""nya"", ""tipu""]",0
"[""jir"", ""hari"", ""pakai"", ""rusak"", ""quality"", ""control"", ""alah""]",0
"[""solid"", ""state"", ""drive"", ""nya"", ""pakai"", ""ganti""]",0
"[""beli"", ""mahal"", ""ngeblur"", ""pakai"", ""zoom"", ""hubung"", ""rekan"", ""nya"", ""suruh"", ""klaim"", ""garansi"", ""alamat"", ""kasih"", ""aduh"", ""webcam"", ""juta"", ""kualitas"", ""sampah""]",0
"[""sesuai"", ""gambar"", ""janggan"", ""percaya"", ""seller"", ""tipu"", ""kualitas"", ""jelek""]",0
"[""tolong"", ""kirim"", ""tanggung"", ""paket"", ""habis"", ""renang"", ""comberan"", ""isi"", ""pakai"", ""masuk"", ""bak"", ""sampah""]",0
"[""l"", ""r"", ""trigger"", ""nya"", ""ampas""]",0
"[""jelek""]",0
"[""barang"", ""sampah"", ""kirim"", ""alamat"", ""tong"", ""sampah"", ""kecewa"", ""admin"", ""chat"", ""lihat"", ""barang"", ""kirim"", ""dead"", ""pixel"", ""layar"", ""monitor"", ""balik"", ""kecewa"", ""catat"", ""teman"", ""teman"", ""beli"", ""monitor"", ""audio"", ""speakernya"", ""kualitas"", ""layar"", ""rejeki"", ""bilah"", ""merek"", ""bagus"", ""sesal"", ""belanja"", ""rekomendasi"", ""belanja""]",0
"[""jujur"", ""paksa"", ""barang"", ""jual"", ""barang"", ""kirim"", ""sesuai"", ""pesan"", ""beli"", ""suruh"", ""kirim"", ""barang"", ""solusi"", ""barang"", ""risiko"", ""barang"", ""foto"", ""tawar""]",0
"[""beli"", ""tanggal"", ""pesan"", ""selesai"", ""tanggal"", ""tikus"", ""rusak"", ""tanggal"", ""komplain"", ""toped"", ""admin"", ""ditanyain"", ""klaim"", ""garansi"", ""bantu"", ""chat"", ""balas"", ""besok"", ""balas""]",0
"[""gue"", ""beli"", ""dapetnya"", ""v"", ""desc"", ""jelas"", ""versi"", ""bagus"", ""v"", ""rgbnya"", ""rgb"", ""v"", ""red"", ""green"", ""blue"", ""sisa"", ""warna"", ""gaguna"", ""switch"", ""puller"", ""gadapet"", ""rgb"", ""redup"", ""pemberitahuan"", ""versi"", ""keyboardnya"", ""kecewa"", ""kapok"", ""beli"", ""ambil"", ""v"", ""rt"", ""x"", ""v"", ""bagus"", ""kecewa"", ""gue"", ""jual"", ""pokok""]",0
"[""belanja"", ""official"", ""store"", ""kondisi"", ""barang"", ""terima"", ""sampah"", ""barang"", ""rongsok"", ""terima"", ""kasih""]",0
"[""kacau"", ""pesan"", ""tikus"", ""lengkap"", ""tutup"", ""baterai"", ""bluetoothnya""]",0
"[""barang"", ""harga"", ""asli"", ""an"", ""seller"", ""sok"", ""sok"", ""an"", ""bikin"", ""diskon"", ""ribu"", ""diskon"", ""ribu"", ""olshop"", ""keras""]",0
"[""salah"", ""beli"", ""dituker"", ""pas"", ""coba"", ""pas"", ""klaim"", ""garansi"", ""balas"", ""bot"", ""tahi""]",0
"[""puas"", ""produk"", ""layan"", ""barang"", ""cacat"", ""kondisi"", ""tutup"", ""meja"", ""tutup"", ""rapat"", ""pasang"", ""engsel"", ""sejajar"", ""pendek"", ""sebab"", ""listnya"", ""sobek"", ""paksa"", ""tutup"", ""daun"", ""meja"", ""fix"", ""nya"", ""cacat"", ""pabrik"", ""kirim"", ""komplain"", ""terima"", ""toko"", ""jual"", ""suruh"", ""hubung"", ""kurir""]",0
"[""quality"", ""barang"", ""jelek"", ""baut"", ""lepas""]",0
"[""banyakk"", ""rusakk"", ""lecet"", ""nya""]",0
"[""barang"", ""pesan"", ""bayar"", ""harga"", ""terima"", ""kasih"", ""uh"", ""bukti"", ""cek"", ""keluar"", ""barang"", ""nya"", ""cek"", ""beli"", ""beli"", ""unboxing"", ""habis"", ""in"", ""kuota""]",0
"[""keyboard"", ""nyala"", ""baterai"", ""coba"", ""kali"", ""murah"", ""toko"", ""barang"", ""bohong""]",0
"[""barang"", ""rusak"", ""kirim""]",0
"[""nih"", ""meja"", ""utuh"", ""baut"", ""pasang"", ""baut"", ""nya"", ""lem"", ""kacau"", ""nih""]",0
"[""driver"", ""kacau"", ""toko"", ""barang"", ""oke"", ""pintar"", ""nama"", ""bengak"", ""gue"", ""kasih"", ""puas"", ""komen"", ""bintang"", ""satu"", ""driver""]",0
"[""kecewa"", ""selesai"", ""chat"", ""kg"", ""balas"", ""kg"", ""balas"", ""lari"", ""sampah""]",0
"[""barang"", ""kirim"", ""salah"", ""pesan"", ""webcam"", ""logitech"", ""logitech"", ""official"", ""dikirimmya"", ""headphone"", ""jbl"", ""tukar"", ""barang"", ""butuh"", ""kerja"", ""sungguh""]",0
"[""bagus"", ""keyboardnya"", ""packing"", ""aman"", ""double"", ""kardus"", ""warna"", ""keren""]",3
"[""aaaa"", ""bagus"", ""kirim"", ""cepatt"", ""aman"", ""packaging"", ""nya"", ""nyala"", ""coba"", ""beli"", ""harga"", ""rupiah"", ""senengggbangett""]",3
"[""terima"", ""kasihh"", ""bos"", ""mantappss"", ""moga"", ""lancarr"", ""berkah"", ""rezeki"", ""smngttt"", ""bos""]",3
"[""barang"", ""buwaguusss"", ""sesuai"", ""pesan"", ""angin"", ""nya"", ""kencang"", ""angin"", ""puting"", ""beliung"", ""laptop"", ""ademmmm"", ""benerrr""]",3
"[""mantap"", ""banget"", ""kualitas"", ""benar"", ""kayak"", ""webcam"", ""juta""]",3
"[""selamat"", ""mulus"", ""fungsi"", ""sempurna"", ""seller"", ""sabar"", ""konsultasi"", ""emas"", ""aman"", ""recommended""]",3
"[""proses"", ""pesan"", ""kirim"", ""barang"", ""cepat"", ""produk"", ""sesuai"", ""deskripsi"", ""seller"", ""responsif"", ""sukses"", ""jaga"", ""protokol"", ""sehat"", ""ya"", ""seller"", ""terima"", ""kasih""]",3
"[""jual"", ""ramah"", ""barang"", ""bagus"", ""sesuai"", ""pesan"", ""packing"", ""rapi"", ""pesan""]",3
"[""selamat"", ""siang"", ""bos"", ""pesan"", ""terima"", ""pasang"", ""coba"", ""packing"", ""rapi"", ""aman"", ""produk"", ""mantap"", ""pokok"", ""top"", ""markotop"", ""layan"", ""oke"", ""toko"", ""recomended"", ""terima"", ""kasih"", ""salam"", ""sukses"", ""sehat"", ""sejahtera"", ""amin""]",3
"[""recommended"", ""seller""]",3
"[""top"", ""banget""]",3
"[""asli"", ""samsung"", ""layan""]",3
"[""mantap"", ""laptop"", ""adem"", ""cepat"", ""panas""]",3
"[""memori"", ""pasang"", ""keping"", ""gb"", ""ddr"", ""fungsi"", ""kirim"", ""lumayan"", ""cepat"", ""recommended"", ""seller""]",3
"[""wow"", ""murah"", ""banget"", ""packingnya"", ""rapi"", ""produk"", ""bagus"", ""keren"", ""mantap"", ""uhuuy"", ""banget"", ""deh"", ""pokok"", ""hehe""]",3
"[""mantap"", ""respon"", ""cepat"", ""pesan"", ""kecewa"", ""rekomended"", ""belanja"", ""spare"", ""part"", ""terima"", ""kasih"", ""kerja""]",3
"[""recommended"", ""fast"", ""print"", ""fast"", ""response""]",3
"[""gila"", ""kirim"", ""cepat"", ""surabaya"", ""bogor"", ""fast"", ""respont"", ""barang"", ""oke"", ""sesuai"", ""packing"", ""rapi"", ""recomended"", ""seller"", ""euy"", ""kasih"", ""juragan"", ""terima"", ""kasih"", ""toped""]",3
"[""barang"", ""cepat"", ""recommended"", ""tengkyuuu""]",3
"[""recommended"", ""seller"", ""respon"", ""cepat"", ""kirim"", ""cepat""]",3
"[""earcupnya"", ""lembut"", ""best"", ""value"", ""headset"", ""sound"", ""mantap"", ""nyaman"", ""praktis"", ""tinggal"", ""plug"", ""and"", ""play"", ""mantaaaap"", ""laaah"", ""gamer""]",3
"[""respon"", ""cepat"", ""barang"", ""original"", ""baik"", ""recomended"", ""packing"", ""sukses"", ""ya""]",3
"[""kualitas"", ""suara"", ""oke"", ""harga"", ""jangkau"", ""barang"", ""jamin"", ""orisinal"", ""daftar"", ""website"", ""razer"", ""langsung"", ""pokok"", ""bagus"", ""bassnya"", ""rasa""]",3
"[""kualitas"", ""produk"", ""harga"", ""tera"", ""nyaman"", ""pakai"", ""suara"", ""keras"", ""fungsi"", ""definitely"", ""would"", ""recommend"", ""this""]",3
"[""mantap"", ""tanggap"", ""fast"", ""respon"", ""juossssssss""]",3
"[""barang"", ""bagus"", ""banget"", ""harga"", ""affordable"", ""kualitas"", ""lumayan"", ""gila"", ""sih""]",3
"[""mantappppp"", ""recommended"", ""keyboard"", ""mousenya""]",3
"[""mantap"", ""minnn"", ""kirim"", ""jam"", ""sore"", ""gasss""]",3
"[""mantap"", ""kualitas"", ""ragu""]",3
"[""cakap"", ""produk"", ""nya"", ""rekomen"", ""nih"", ""sesuai"", ""deskripsi""]",3
"[""packing"", ""rapi"", ""fast"", ""response"", ""rgbnya"", ""bagus"", ""rekomendasi""]",3
"[""as"", ""always"", ""gagal"", ""belanja"", ""terima"", ""kasih"", ""ggs""]",3
"[""cakap"", ""banget"", ""duduk"", ""kursi"", ""diri""]",3
"[""overall"", ""muas"", ""layar"", ""bagus"", ""ipsnya"", ""bagus"", ""ilmu"", ""tahu"", ""sosial"", ""televisi"", ""warna"", ""bagus"", ""oversaturated"", ""brightness"", ""terang"", ""pakai"", ""gelap"", ""silau"", ""biar"", ""brightness"", ""layar"", ""putar"", ""kaki"", ""gampang"", ""dorong"", ""refresh"", ""rate"", ""bukti"", ""cepat"", ""fps"", ""mantap"", ""asa"", ""softwarenya"", ""bagus"", ""setting"", ""tombol"", ""kabel"", ""display"", ""port"", ""desain"", ""keren"", ""bezelless"", ""nice""]",3
"[""cinta"", ""it"", ""produk"", ""bagus"", ""worth"", ""it"", ""terima"", ""kasih""]",3
"[""airo"", ""customer"", ""service"", ""super"", ""duper"", ""bagus"", ""okey"", ""produk"", ""bagus"", ""puas"", ""cinta"", ""airo""]",3
"[""barang"", ""mantap"", ""kualitas"", ""kokoh"", ""garansi"", ""seller"", ""ramah"", ""pokok"", ""mantap""]",3
"[""layan"", ""muas"", ""seller"", ""rekomended""]",3
"[""packing"", ""jamin"", ""aman"", ""pakai"", ""bubblewrap"", ""cepat"", ""proses"", ""senin"", ""malam"", ""cekout"", ""pagi"", ""kirim"", ""rabu"", ""sore"", ""cepat"", ""puas"", ""terima"", ""kasih"", ""sukses"", ""ya"", ""tech"", ""cube""]",3
"[""mantap"", ""recommended"", ""respon"", ""seller"", ""bintang"", ""pesan"", ""malam"", ""langsung""]",3
"[""bahan"", ""plastik"", ""kuat"", ""topang"", ""laptop"", ""sih"", ""kuat"", ""tablet"", ""gaisss"", ""beli""]",1
"[""barang"", ""kirim"", ""susul"", ""no"", ""resi"", ""kasih""]",1
[],1
"[""saran"", ""teman"", ""teman"", ""beli"", ""buang"", ""box"", ""nya"", ""simpan"", ""biar"", ""beli"", ""rusak"", ""klaim"", ""garansi""]",1
"[""packaging"", ""aman"", ""banget"", ""bubble"", ""wrap"", ""tipis"", ""alhasil"", ""kemas"", ""barang"", ""penyok"", ""pas"", ""terima"", ""kasih"", ""god"", ""barang"", ""aman"", ""official"", ""store"", ""fix"", ""min"", ""next"", ""aduh""]",1
"[""biar"", ""gambar"", ""cerita"", ""pesan"", ""bh"", ""rusak"", ""bh"", ""percaya"", ""balas"", ""bela"", ""apa"", ""seller"", ""amanah"", ""alas"", ""rusak"", ""expedisi"", ""letak"", ""cacat"", ""expedisi"", ""expedisi"", ""ceroboh"", ""packingan"", ""kardus"", ""satu"", ""bubble"", ""tipis"", ""ada"", ""tempel"", ""fragile"", ""pesan"", ""bubble"", ""kardus"", ""tambah"", ""seller"", ""usaha"", ""limpah"", ""biar"", ""ganti"", ""asuransi"", ""untung"", ""diviseo"", ""unboxing"", ""tolak"", ""expedisi"", ""cerita"", ""lebar"", ""ulas"", ""hubung"", ""nyaman"", ""buyer"", ""timbang"", ""baca"", ""waspada"", ""waspada"", ""itikad"", ""usaha"", ""lepas"", ""tangan"", ""bahaya"", ""rusak"", ""tokopedia"", ""seller"", ""kasih"", ""note"", ""proses"", ""dichat"", ""kirim"", ""hati"", ""hati"", ""jual"", ""aju"", ""resolusi"", ""pengambalian"", ""dana"", ""tokopedia"", ""alih"", ""asuransi"", ""tokopeda"", ""refund"", ""dana"", ""terima"", ""kasih"", ""admin""]",1
"[""chat"", ""jadi"", ""makesure"", ""barang"", ""warna"", ""kaku"", ""kaku"", ""banget"", ""roko""]",1
"[""barang"", ""terima"", ""kondisi"", ""rusak"", ""alami"", ""beli"", ""complain"", ""reject"", ""seller"", ""tokopedia"", ""tengah"", ""retur"", ""sayang"", ""situasi"", ""mudah"", ""kirim"", ""barang"", ""recommend"", ""beli"", ""toko"", ""cenderung"", ""amanah""]",1
"[""ampun"", ""packing"", ""asal"", ""gue"", ""terima"", ""patah"", ""awas"", ""isi"", ""rusak"", ""pas"", ""gue"", ""pakai"", ""ya""]",1
"[""produk"", ""chip"", ""dalam"", ""daur"", ""ulang"", ""pasang"", ""giling"", ""asli"", ""beli"", ""harap"", ""perhati"", ""teman"", ""teman"", ""tolong"", ""perhati"", ""khusus""]",1
"[""toko"", ""korup"", ""sesuai"", ""isi"", ""not"", ""recommended""]",1
"[""isi"", ""paket"", ""via"", ""link"", ""rekomendasi"", ""gagal"", ""via"", ""ovo"", ""mandiri"", ""baca"", ""gagal"", ""sistem"", ""nya"", ""jual""]",1
"[""pikir"", ""beli"", ""saran"", ""produk"", ""rto"", ""rekan"", ""after"", ""sales"", ""service"", ""buruk"", ""jamin"", ""alam"", ""kecewa""]",1
"[""layan"", ""buruk"", ""kirim"", ""respon"", ""beli"", ""barang"", ""kecewa""]",1
"[""dpake"", ""asli"", ""sesal""]",1
"[""produk"", ""kirim"", ""fungsi"", ""mesti"", ""kirim"", ""produk"", ""seller"", ""layak"", ""official"", ""store"", ""kirim"", ""barang"", ""sesuai"", ""jadwal"", ""janji"", ""deskripsi"", ""sistem"", ""tokped"", ""slow"", ""response"", ""seller"", ""not"", ""recommended""]",1
"[""respon"", ""cellernya"", ""mati"", ""nungguinnnn"", ""kirim"", ""tunggu"", ""hari"", ""pakai"", ""kirim"", ""instan"", ""bayar"", ""ongkos"", ""kirim"", ""mahal"", ""celler"", ""beli"", ""tinggla"", ""jakarta"", ""utara"", ""arekomen"", ""beli"", ""cari"", ""emosi"", ""tunggu""]",1
"[""parah"", ""proses"", ""moga"", ""pelajaram"", ""tim"", ""logitech""]",1
"[""harga"", ""sih"", ""promo"", ""pakai"", ""gojek"", ""instan"", ""mahal"", ""ongkirnya"", ""barang"", ""pakai"", ""cepat"", ""pas"", ""eh"", ""patah"", ""belah"", ""standnya"", ""kecewa"", ""sih"", ""jual"", ""promo"", ""cacat"", ""ya"", ""catat"", ""biar"", ""customer"", ""beli"", ""barang"", ""promo"", ""cacat"", ""seller"", ""sih"", ""oke"", ""tukar"", ""barang"", ""efektif"", ""pakai"", ""cepat"", ""retur"", ""ongkos"", ""kirim"", ""mahal"", ""kualitas"", ""barang"", ""kecewa"", ""deh"", ""pokok"", ""kapok"", ""beli""]",1
"[""hati"", ""foto"", ""display"", ""varian"", ""bonus"", ""harga"", ""beda""]",1
"[""estimasi"", ""proses"", ""pesan"", ""online"", ""platform"", ""cepat"", ""penuh"", ""customer"", ""online"", ""jual"", ""offline"", ""customer"", ""beli"", ""online"", ""pakai"", ""delay"", ""proses"", ""apa"", ""tulis"", ""deskripsi"", ""produk"", ""customer"", ""info"", ""proses"", ""mesan"", ""efek"", ""kemas"", ""bungkus"", ""bubble"", ""wrap"", ""tipissss"", ""bayang"", ""customer"", ""apes"", ""barang"", ""lempar"", ""hancur"", ""isi"", ""janjiin"", ""customer"", ""barang"", ""dipickup"", ""pekan"", ""libur"", ""sabtu"", ""minggu""]",1
